fish_table_id,anem_table_id,fish_spp,sample_id,recap,tag_id,color,sex,size,fish_obs_time,dive_table_id,anem_obs,anem_obs_time,anem_id,old_anem_id,anem_spp,anem_dia,dive_type,date,site,gps,gen_id,fish_indiv,ligation_id,time_date,lat,lon
6032,4945,APCL,NA,NA,NA,NA,NA,5,NA,186,1265,14:35:01,1266,NA,HECR,20,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,2015-01-20 06:35:01,10.6353220786,124.77621853355
6036,4938,APCL,NA,NA,NA,YR,NA,4,NA,187,1245,14:25:57,1246,NA,HECR,30,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,2015-01-20 06:25:57,10.636149246725,124.775448425175
6039,3331,APCL,NA,NA,NA,NA,NA,5,NA,159,885,13:27:57,881,NA,STME,30,A,2015-01-13,Palanas,4,NA,NA,NA,2015-01-13 05:27:57,10.873449977975,124.7117680055
6047,4711,APCL,NA,NA,NA,YR,NA,4,NA,180,1158,14:11:39,1159,NA,HECR,30,A,2015-01-19,Sitio Baybayon,4,NA,NA,NA,2015-01-19 06:11:39,10.633884100225,124.77642671905
6079,4320,APCL,NA,NA,NA,O,NA,9,NA,173,1179,11:04:47,1180,NA,HECR,30,A,2015-01-15,N. Magbangon,5,NA,NA,NA,2015-01-15 03:04:47,10.86185744965,124.720992834775
6099,3286,APCL,NA,NA,NA,O,NA,10,NA,153,923,10:48:18,913,NA,HECR,25,A,2015-01-13,Palanas,2,NA,NA,NA,2015-01-13 02:48:18,10.87297948075,124.711554853725
6111,4696,APCL,NA,NA,NA,YP,NA,9,NA,181,1010,13:41:59,1017,NA,HECR,25,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,2015-01-19 05:41:59,10.6333329482,124.776652883725
6239,4176,APCL,NA,NA,NA,NA,NA,4,NA,170,933,09:55:54,922,NA,HECR,20,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 01:55:54,10.86199075,124.7209445
6257,4984,APCL,NA,NA,NA,YR,NA,3,NA,202,1307,14:14:27,1307,NA,HECR,30,A,2015-01-21,Hicgop South,3,NA,NA,NA,2015-01-21 06:14:27,10.811668478425,124.76430629845
6272,6145,APCL,NA,NA,NA,NA,NA,1,NA,242,1381,12:53:10,1381,NA,HECR,31,A,2015-02-01,N. Magbangon,5,NA,NA,NA,2015-02-01 04:53:10,10.860949626675,124.7219240642
6298,3046,APCL,NA,NA,NA,NA,NA,2,NA,140,906,12:49:49,902,NA,HECR,13,A,2015-01-11,Poroc San Flower,4,NA,NA,NA,2015-01-11 04:49:49,10.7645152649,124.78546542815
6299,6214,APCL,NA,NA,NA,YR,NA,3,NA,244,1404,10:16:48,1455,NA,HECR,25,A,2015-02-02,Haina,5,NA,NA,NA,2015-02-02 02:16:48,10.64109861385,124.7785299062
6304,3027,APCL,NA,NA,NA,NA,NA,4,NA,131,564,16:05:16,553,NA,HECR,22,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,2015-01-10 08:05:16,10.635220888075,124.7760640341
6307,2712,APCL,NA,NA,NA,NA,NA,5,NA,122,792,14:43:20,786,NA,HECR,20,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,2015-01-08 06:43:20,10.633321569775,124.7770947777
6316,4426,APCL,NA,NA,NA,O,NA,8,NA,170,1089,11:59:54,1093,NA,HECR,25,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 03:59:54,10.8616235,124.721231
6318,3363,APCL,NA,NA,NA,NA,NA,2,NA,158,966,13:51:58,950,NA,HECR,29,A,2015-01-13,Palanas,3,NA,NA,NA,2015-01-13 05:51:58,10.8743348345,124.710794279825
6323,5508,APCL,NA,NA,NA,YR,NA,4,NA,210,1334,14:27:30,1335,NA,HECR,30,A,2015-01-22,N. Magbangon,3,NA,NA,NA,2015-01-22 06:27:30,10.8612939762,124.72166240215
6327,2903,APCL,NA,NA,NA,Y,NA,7,NA,130,824,10:46:00,820,NA,HECR,20,A,2015-01-10,Sitio Baybayon,4,NA,NA,NA,2015-01-10 02:46:00,10.63482465455,124.776441408325
6338,4730,APCL,NA,NA,NA,YR,NA,3,NA,181,1016,14:46:12,1024,NA,HEAR,15,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,2015-01-19 06:46:12,10.6343814824,124.77652644275
6355,2820,APCL,NA,NA,NA,O,NA,9,NA,128,804,13:29:00,798,NA,HECR,30,A,2015-01-09,Sitio Baybayon,5,NA,NA,NA,2015-01-09 05:29:00,10.6333462754,124.77680442855
6356,5299,APCL,NA,NA,NA,NA,NA,5,NA,211,1279,13:52:00,1280,NA,HECR,30,A,2015-01-22,N. Magbangon,4,NA,NA,NA,2015-01-22 05:52:00,10.861446422075,124.72150825895
6364,2878,APCL,NA,NA,NA,Y,NA,6,NA,130,776,10:03:00,770,NA,HECR,30,A,2015-01-10,Sitio Baybayon,4,NA,NA,NA,2015-01-10 02:03:00,10.634451534125,124.7766119591
6367,3681,APCL,NA,NA,NA,Y,NA,6,NA,162,895,11:26:46,891,NA,HECR,30,A,2015-01-14,Wangag,3,NA,NA,NA,2015-01-14 03:26:46,10.871479979275,124.71420745365
6369,2984,APCL,NA,NA,NA,W,NA,4,NA,131,872,15:18:02,870,NA,HECR,27,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,2015-01-10 07:18:02,10.63498787115,124.776346043225
6372,2879,APCL,NA,NA,NA,YR,NA,5,NA,129,550,10:03:48,539,NA,HECR,25,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,2015-01-10 02:03:48,10.634194104925,124.776761261725
6386,3944,APCL,NA,NA,NA,NA,NA,7,NA,167,900,15:08:59,896,NA,HECR,30,A,2015-01-14,Wangag,3,NA,NA,NA,2015-01-14 07:08:59,10.871371915575,124.714445541625
6396,4870,APCL,NA,NA,NA,O,NA,11,NA,187,1232,13:00:13,1233,NA,HECR,30,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,2015-01-20 05:00:13,10.63552682755,124.77561608425
6397,5736,APCL,NA,NA,NA,YR,NA,8,NA,241,1340,10:39:06,1341,NA,HECR,20,A,2015-02-01,N. Magbangon,4,NA,NA,NA,2015-02-01 02:39:06,10.861320274425,124.721605614775
6401,3688,APCL,NA,NA,NA,NA,NA,7,NA,164,645,11:29:53,634,NA,HECR,30,A,2015-01-14,Wangag,5,NA,NA,NA,2015-01-14 03:29:53,10.871459380725,124.71415020525
6410,3180,APCL,NA,NA,NA,YR,NA,6,NA,471,944,13:47:00,932,NA,ENQD,17,A,2015-01-12,S. Magbangon,4,NA,NA,NA,2015-01-12 05:47:00,10.8566402807,124.7254749108
6417,3802,APCL,NA,NA,NA,YP,NA,8,NA,161,639,12:23:00,628,NA,HECR,40,A,2015-01-14,Wangag,2,NA,NA,NA,2015-01-14 04:23:00,10.87141684255,124.714019363725
6422,6189,APCL,NA,NA,NA,YR,NA,2,NA,242,1391,13:24:26,1391,NA,HECR,23,A,2015-02-01,N. Magbangon,5,NA,NA,NA,2015-02-01 05:24:26,10.860804745475,124.721886115125
6423,4861,APCL,NA,NA,NA,NA,NA,3,NA,186,1255,12:50:48,1256,NA,HECR,25,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,2015-01-20 04:50:48,10.63522650395,124.775839839125
6446,3710,APCL,NA,NA,NA,BW,NA,2,NA,160,1098,11:37:00,1101,NA,HECR,29,A,2015-01-14,Wangag,1,NA,NA,NA,2015-01-14 03:37:00,10.8694805,124.71631975
6467,4558,APCL,NA,NA,NA,BW,NA,4,NA,174,337,14:52:52,1099,NA,HECR,25,A,2015-01-15,Wangag,1,NA,NA,NA,2015-01-15 06:52:52,10.8708365,124.7146445
6473,4367,APCL,NA,NA,NA,Y,NA,5,NA,170,1087,11:32:40,1091,NA,HECR,30,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 03:32:40,10.8617575,124.72108575
6486,2784,APCL,NA,NA,NA,YR,NA,6,NA,128,800,12:35:30,794,NA,HECR,30,A,2015-01-09,Sitio Baybayon,5,NA,NA,NA,2015-01-09 04:35:30,10.633536733225,124.776781420225
6488,5437,APCL,NA,NA,NA,NA,NA,6,NA,212,1362,14:13:43,1362,NA,HECR,30,A,2015-01-22,N. Magbangon,5,NA,NA,NA,2015-01-22 06:13:43,10.86146704155,124.721493821125
6516,2785,APCL,NA,NA,NA,W,NA,5,NA,127,407,12:36:33,405,NA,HECR,28,A,2015-01-09,Sitio Baybayon,4,NA,NA,NA,2015-01-09 04:36:33,10.633541322325,124.776763839175
6517,4899,APCL,NA,NA,NA,YP,NA,9,NA,187,1236,13:28:40,1237,NA,HECR,39,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,2015-01-20 05:28:40,10.635735515975,124.775611893275
6541,3737,APCL,NA,NA,NA,NA,NA,2.5,NA,162,175,11:47:39,894,175,HECR,30,A,2015-01-14,Wangag,3,NA,NA,NA,2015-01-14 03:47:39,10.87145384865,124.714133651
6542,4368,APCL,NA,NA,NA,NA,NA,8,NA,173,1183,11:33:46,1184,NA,HECR,20,A,2015-01-15,N. Magbangon,5,NA,NA,NA,2015-01-15 03:33:46,10.861860781425,124.7210781835
6555,4920,APCL,NA,NA,NA,O,NA,7,NA,187,1243,14:01:13,1244,NA,HECR,26,A,2015-01-20,Sitio Baybayon,3,NA,NA,NA,2015-01-20 06:01:13,10.63585820605,124.775742776675
6559,2985,APCL,NA,NA,NA,NA,NA,6,NA,132,846,15:19:00,844,NA,HECR,25,A,2015-01-10,Sitio Baybayon,4,NA,NA,NA,2015-01-10 07:19:00,10.6349974894,124.776396502275
6572,2846,APCL,NA,NA,NA,Y,NA,5,NA,128,820,14:26:00,816,NA,MADO,30,A,2015-01-09,Sitio Baybayon,5,NA,NA,NA,2015-01-09 06:26:00,10.633822074175,124.776921481825
6602,4559,APCL,NA,NA,NA,NA,NA,5,NA,176,1070,14:56:00,1075,NA,HECR,30,A,2015-01-15,Wangag,4,NA,NA,NA,2015-01-15 06:56:00,10.8700255933,124.715695367225
6609,4532,APCL,NA,NA,NA,YP,NA,8,NA,176,1069,14:33:01,1072,NA,HECR,30,A,2015-01-15,Wangag,4,NA,NA,NA,2015-01-15 06:33:01,10.869850998275,124.7159151407
6613,2965,APCL,NA,NA,NA,NA,NA,1.5,NA,132,841,14:53:00,839,NA,HECR,20,A,2015-01-10,Sitio Baybayon,4,NA,NA,NA,2015-01-10 06:53:00,10.63493850175,124.776468754275
6625,3254,APCL,NA,NA,NA,YP,NA,6,NA,154,953,10:14:00,940,NA,HEAR,18,A,2015-01-13,Palanas,3,NA,NA,NA,2015-01-13 02:14:00,10.873529312675,124.711023147675
6640,2923,APCL,NA,NA,NA,NA,NA,7,NA,129,863,11:23:34,861,NA,HECR,20,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,2015-01-10 03:23:34,10.634584722575,124.776712018075
6644,5008,APCL,NA,NA,NA,BW,NA,2,NA,205,1310,10:15:43,1310,NA,HECR,26,A,2015-01-22,San Agustin,2,NA,NA,NA,2015-01-22 02:15:43,10.76857650655,124.783877267025
6653,3268,APCL,NA,NA,NA,NA,NA,6,NA,155,428,10:26:26,426,NA,HECR,50,A,2015-01-13,Palanas,4,NA,NA,NA,2015-01-13 02:26:26,10.872741329975,124.71180712805
6677,4461,APCL,NA,NA,NA,NA,NA,9,NA,170,1092,12:12:30,1096,NA,HECR,60,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 04:12:30,10.861609,124.721331
6689,2818,APCL,NA,NA,NA,NA,NA,5,NA,127,832,13:23:22,830,NA,HECR,25,A,2015-01-09,Sitio Baybayon,4,NA,NA,NA,2015-01-09 05:23:22,10.633427076975,124.776850214675
6692,2695,APCL,NA,NA,NA,NA,NA,2,NA,122,790,14:08:50,784,NA,HECR,20,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,2015-01-08 06:08:50,10.6329771783,124.7771263984
6699,688,APCL,NA,NA,NA,NA,NA,8,NA,25,21,11:45:30,21,NA,HECR,40,C,2013-05-23,Poroc San Flower,1,NA,NA,NA,2013-05-23 03:45:30,10.7641985,124.785263
6703,2651,APCL,NA,NA,NA,YP,NA,6,NA,116,807,15:36:00,801,NA,HECR,25,A,2015-01-07,Visca,3,NA,NA,NA,2015-01-07 07:36:00,10.743400705975,124.78688613975
6706,6203,APCL,NA,NA,NA,NA,NA,4,NA,243,1393,10:03:44,1393,NA,HECR,20,A,2015-02-02,Haina,4,NA,NA,NA,2015-02-02 02:03:44,10.6413822365,124.778155423675
6710,3308,APCL,NA,NA,NA,NA,NA,6,NA,153,926,11:11:55,916,NA,HECR,25,A,2015-01-13,Palanas,2,NA,NA,NA,2015-01-13 03:11:55,10.87310047355,124.711573231025
6714,4988,APCL,NA,NA,NA,NA,NA,1,NA,202,1308,14:26:23,1308,NA,HECR,28,A,2015-01-21,Hicgop South,3,NA,NA,NA,2015-01-21 06:26:23,10.811113114475,124.764578354075
6718,2688,APCL,NA,NA,NA,NA,NA,9,NA,120,471,12:03:00,463,NA,HECR,20,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,2015-01-08 04:03:00,10.633107936,124.77705986705
6719,2743,APCL,NA,NA,NA,NA,NA,10,NA,122,NA,16:00:00,NA,NA,????,NA,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,2015-01-08 08:00:00,10.633691085975,124.77692252955
6726,4843,APCL,NA,NA,NA,NA,NA,5,NA,182,1254,10:28:28,1255,NA,HECR,25,A,2015-01-20,Haina,2,NA,NA,NA,2015-01-20 02:28:28,10.6407374167,124.781180096325
6727,4439,APCL,NA,NA,NA,NA,NA,7,NA,170,1090,12:05:08,1094,NA,HECR,25,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 04:05:08,10.861613,124.7212805
6728,6201,APCL,NA,NA,NA,NA,NA,3,NA,243,1392,10:00:50,1392,NA,HECR,30,A,2015-02-02,Haina,4,NA,NA,NA,2015-02-02 02:00:50,10.641500798525,124.778086901625
6729,2685,APCL,NA,NA,NA,NA,NA,10,NA,119,752,11:45:00,743,NA,HECR,30,A,2015-01-08,Sitio Baybayon,3,NA,NA,NA,2015-01-08 03:45:00,10.632805621725,124.776795124625
6737,4900,APCL,NA,NA,NA,NA,NA,7,NA,186,1257,13:29:59,1258,NA,HECR,20,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,2015-01-20 05:29:59,10.635339093875,124.77588673585
6738,3211,APCL,NA,NA,NA,NA,NA,5,NA,153,418,09:33:24,908,416,HECR,35,A,2015-01-13,Palanas,2,NA,NA,NA,2015-01-13 01:33:24,10.8730389923,124.71216815755
6740,4100,APCL,NA,NA,NA,NA,NA,6,NA,166,NA,16:08:00,NA,NA,HECR,27,A,2015-01-14,Wangag,2,NA,NA,NA,2015-01-14 08:08:00,10.871759662375,124.713945917325
6741,5252,APCL,NA,NA,NA,NA,NA,6,NA,212,1357,13:42:06,1357,NA,HECR,25,A,2015-01-22,N. Magbangon,5,NA,NA,NA,2015-01-22 05:42:06,10.861531100275,124.721404260475
6743,4272,APCL,NA,NA,NA,NA,NA,4,NA,173,1177,10:37:55,1178,NA,HECR,35,A,2015-01-15,N. Magbangon,5,NA,NA,NA,2015-01-15 02:37:55,10.861871007375,124.7209259472
6791,1719,APCL,NA,NA,NA,NA,NA,12,NA,62,NA,11:05:00,NA,NA,STME,NA,0,2014-06-07,Visca,1,NA,NA,NA,2014-06-07 03:05:00,10.7436415,124.78657
6793,1719,APCL,NA,NA,NA,NA,NA,10,NA,62,NA,11:05:00,NA,NA,STME,NA,0,2014-06-07,Visca,1,NA,NA,NA,2014-06-07 03:05:00,10.7436415,124.78657
6797,1722,APCL,NA,NA,NA,NA,NA,10,NA,62,NA,11:21:00,NA,NA,HECR,30,0,2014-06-07,Visca,1,NA,NA,NA,2014-06-07 03:21:00,10.74349275,124.7868585
6799,1722,APCL,NA,NA,NA,NA,NA,8,NA,62,NA,11:21:00,NA,NA,HECR,30,0,2014-06-07,Visca,1,NA,NA,NA,2014-06-07 03:21:00,10.74349275,124.7868585
6813,1726,APCL,NA,NA,NA,NA,NA,12,NA,63,375,15:01:00,375,NA,MADO,40,C,2014-06-07,Visca,1,NA,NA,NA,2014-06-07 07:01:00,10.74388375,124.78634725
6816,3226,APCL,NA,NA,NA,YP,NA,8,NA,154,440,09:46:48,435,NA,HECR,30,A,2015-01-13,Palanas,3,NA,NA,NA,2015-01-13 01:46:48,10.8735413407,124.71149574035
6817,5457,APCL,NA,NA,NA,YR,NA,6,NA,211,1282,14:19:00,1283,NA,HECR,25,A,2015-01-22,N. Magbangon,4,NA,NA,NA,2015-01-22 06:19:00,10.861426074975,124.721607731175
6820,5471,APCL,NA,NA,NA,NA,NA,5,NA,212,1363,14:22:24,1363,NA,HECR,22,A,2015-01-22,N. Magbangon,5,NA,NA,NA,2015-01-22 06:22:24,10.861337960225,124.721514796825
6836,1752,APCL,NA,NA,NA,NA,NA,3,NA,68,386,11:32:00,386,NA,HECR,40,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 03:32:00,10.854869,124.727533
6837,3276,APCL,NA,NA,NA,NA,NA,8,NA,152,975,10:36:40,959,NA,HECR,27,A,2015-01-13,Palanas,1,NA,NA,NA,2015-01-13 02:36:40,10.873802,124.711004
6841,6058,APCL,NA,NA,NA,YR,NA,3,NA,242,1375,12:16:29,1375,NA,HECR,24,A,2015-02-01,N. Magbangon,5,NA,NA,NA,2015-02-01 04:16:29,10.86092548675,124.7217877954
6849,1755,APCL,NA,NA,NA,NA,NA,3,NA,68,NA,11:51:00,NA,NA,MADO,20,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 03:51:00,10.85486825,124.72759975
6867,3386,APCL,NA,NA,NA,NA,NA,5,NA,159,889,14:06:50,885,NA,HECR,25,A,2015-01-13,Palanas,4,NA,NA,NA,2015-01-13 06:06:50,10.87323246755,124.712212225425
6871,1759,APCL,NA,NA,NA,NA,NA,3,NA,68,187,11:59:00,387,187,HECR,20,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 03:59:00,10.85495275,124.7278565
6873,1759,APCL,NA,NA,NA,NA,NA,1,NA,68,187,11:59:00,387,187,HECR,20,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 03:59:00,10.85495275,124.7278565
6878,2833,APCL,NA,NA,NA,BW,NA,4,NA,128,806,14:02:00,800,NA,HECR,30,A,2015-01-09,Sitio Baybayon,5,NA,NA,NA,2015-01-09 06:02:00,10.633754411225,124.776903020675
6881,4754,APCL,NA,NA,NA,NA,NA,5,NA,181,585,15:15:48,574,NA,HECR,30,A,2015-01-19,Sitio Baybayon,5,NA,NA,NA,2015-01-19 07:15:48,10.635109869775,124.776024953475
6894,1763,APCL,NA,NA,NA,NA,NA,1,NA,68,390,12:13:00,389,NA,HECR,15,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 04:13:00,10.855066,124.72768225
6898,5343,APCL,NA,NA,NA,NA,NA,7,NA,212,1360,13:57:47,1360,NA,HECR,22,A,2015-01-22,N. Magbangon,5,NA,NA,NA,2015-01-22 05:57:47,10.86151613855,124.721427520275
6919,2907,APCL,NA,NA,NA,NA,NA,6,NA,129,554,10:51:10,543,NA,HECR,20,A,2015-01-10,Sitio Baybayon,2,NA,NA,NA,2015-01-10 02:51:10,10.634445457275,124.7766969516
6920,1768,APCL,NA,NA,NA,NA,NA,1,NA,68,NA,12:30:00,NA,NA,HECR,50,C,2014-06-11,Cabatoan,1,NA,NA,NA,2014-06-11 04:30:00,10.85517,124.727319
6923,5290,APCL,NA,NA,NA,O,NA,9,NA,212,1358,13:49:53,1358,NA,HECR,30,A,2015-01-22,N. Magbangon,5,NA,NA,NA,2015-01-22 05:49:53,10.86152757985,124.721424523725
6924,5686,APCL,NA,NA,NA,YP,NA,8,NA,239,1288,10:53:45,1288,NA,HECR,34,A,2015-01-31,Gabas,4,NA,NA,NA,2015-01-31 02:53:45,10.727767744075,124.793465367975
6949,4908,APCL,NA,NA,NA,NA,NA,2,NA,186,1259,13:43:02,1260,NA,HECR,20,A,2015-01-20,Sitio Baybayon,2,NA,NA,NA,2015-01-20 05:43:02,10.635395776475,124.77604890475
6960,4054,APCL,NA,NA,NA,NA,NA,10,NA,167,899,15:49:09,895,NA,HECR,25,A,2015-01-14,Wangag,3,NA,NA,NA,2015-01-14 07:49:09,10.871612916225,124.71406330585
6969,3313,APCL,NA,NA,NA,W,NA,2.5,NA,155,884,11:15:42,880,NA,MADO,20,A,2015-01-13,Palanas,4,NA,NA,NA,2015-01-13 03:15:42,10.8730968693,124.7115728748
6976,2700,APCL,NA,NA,NA,NA,NA,4,NA,122,791,14:23:32,785,NA,HECR,20,A,2015-01-08,Sitio Baybayon,4,NA,NA,NA,2015-01-08 06:23:32,10.633184420875,124.777082351525
7025,1790,APCL,NA,NA,NA,NA,NA,1,NA,72,403,15:02:00,401,NA,HECR,30,C,2014-06-12,Sitio Baybayon,1,NA,NA,NA,2014-06-12 07:02:00,10.633676,124.776794
7030,1791,APCL,NA,NA,NA,NA,NA,3,NA,72,NA,15:07:00,NA,NA,HECR,5,C,2014-06-12,Sitio Baybayon,1,NA,NA,NA,2014-06-12 07:07:00,10.63367825,124.7767945
7052,757,APCL,NA,NA,NA,NA,NA,5,NA,30,59,10:12:00,59,NA,HECR,20,C,2013-05-25,Sitio Tugas,1,NA,NA,NA,2013-05-25 02:12:00,10.80446575,124.76674175
7053,6655,APCL,NA,NA,NA,YR,NA,1,NA,271,1559,15:01:00,2142,NA,HECR,30,C,2015-06-09,Haina,3,NA,NA,NA,2015-06-09 07:01:00,10.641086124825,124.782651602275
7055,1924,APCL,NA,NA,NA,NA,NA,2,NA,77,462,14:32:00,454,NA,HECR,15,C,2014-06-16,Tamakin Dacot,1,NA,NA,NA,2014-06-16 06:32:00,10.65289025,124.7838095
7057,760,APCL,NA,NA,NA,O,NA,8,NA,31,60,11:19:30,60,NA,HECR,30,C,2013-05-25,Elementary School,1,NA,NA,NA,2013-05-25 03:19:30,10.79974125,124.7682465
7058,6678,APCL,NA,NA,NA,NA,NA,3,NA,273,1566,14:44:00,2149,NA,HECR,10,C,2015-06-11,Sitio Baybayon,3,NA,NA,NA,2015-06-11 06:44:00,10.632519526425,124.77682513185
7059,1931,APCL,NA,NA,NA,NA,NA,3,NA,78,465,15:38:00,457,NA,HECR,15,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 07:38:00,10.633544,124.7768745
7060,4483,APCL,NA,NA,NA,YR,NA,6,NA,176,1067,14:05:30,1070,NA,HECR,30,A,2015-01-15,Wangag,4,NA,NA,NA,2015-01-15 06:05:30,10.86960993475,124.716121733625
7061,1931,APCL,NA,NA,NA,NA,NA,1,NA,78,465,15:38:00,457,NA,HECR,15,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 07:38:00,10.633544,124.7768745
7064,1933,APCL,NA,NA,NA,NA,NA,2,NA,78,NA,15:41:00,NA,NA,HECR,20,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 07:41:00,10.63354,124.77688275
7065,4466,APCL,NA,NA,NA,O,NA,8,NA,170,1093,12:16:42,1097,NA,HECR,30,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 04:16:42,10.86160575,124.72136175
7068,4447,APCL,NA,NA,NA,W,NA,4,NA,170,1091,12:08:30,1095,NA,HECR,30,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 04:08:30,10.8616035,124.721307
7077,4348,APCL,NA,NA,NA,YR,NA,5,NA,170,1086,11:23:35,1090,NA,HECR,30,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 03:23:35,10.8617755,124.72108425
7078,6699,APCL,NA,NA,NA,YR,NA,3,NA,275,472,11:02:00,464,NA,HECR,30,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,2015-06-13 03:02:00,10.633133312225,124.777095636825
7079,1941,APCL,NA,NA,NA,NA,NA,3,NA,78,NA,16:05:00,NA,NA,HECR,20,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 08:05:00,10.633532,124.7769015
7080,1941,APCL,NA,NA,NA,NA,NA,2,NA,78,NA,16:05:00,NA,NA,HECR,20,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 08:05:00,10.633532,124.7769015
7082,4327,APCL,NA,NA,NA,YR,NA,4,NA,585,1114,11:12:00,1117,NA,HECR,13,A,2015-01-15,N. Magbangon,3,NA,NA,NA,2015-01-15 03:12:00,10.859664995225,124.722740838775
7083,6701,APCL,NA,NA,NA,NA,NA,2,NA,275,1578,11:12:00,2161,NA,HECR,15,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,2015-06-13 03:12:00,10.633170800325,124.77703916375
7084,1941,APCL,NA,NA,NA,NA,NA,1,NA,78,NA,16:05:00,NA,NA,HECR,20,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 08:05:00,10.633532,124.7769015
7085,4322,APCL,NA,NA,NA,YP,NA,7,NA,585,1113,11:06:00,1116,NA,HECR,25,A,2015-01-15,N. Magbangon,3,NA,NA,NA,2015-01-15 03:06:00,10.859766227675,124.72271064295
7088,4280,APCL,NA,NA,NA,Y,NA,6,NA,170,1081,10:44:42,1085,NA,HECR,25,A,2015-01-15,N. Magbangon,1,NA,NA,NA,2015-01-15 02:44:42,10.8619045,124.7210625
7089,6706,APCL,NA,NA,NA,NA,NA,3,NA,275,832,11:47:00,830,NA,HECR,20,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,2015-06-13 03:47:00,10.633435416975,124.776830098125
7093,4273,APCL,NA,NA,NA,W,NA,1,NA,171,1110,10:40:00,1113,NA,ENQD,10,A,2015-01-15,S. Magbangon,3,NA,NA,NA,2015-01-15 02:40:00,10.8585332497,124.723945129675
7095,1947,APCL,NA,NA,NA,NA,NA,2,NA,78,469,16:16:00,461,NA,HECR,40,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 08:16:00,10.6334435,124.776983
7097,4225,APCL,NA,NA,NA,YP,NA,7,NA,171,207,10:17:00,1111,207,HECR,33,A,2015-01-15,S. Magbangon,3,NA,NA,NA,2015-01-15 02:17:00,10.858418878625,124.72433851335
7099,1949,APCL,NA,NA,NA,NA,NA,2,NA,78,NA,16:22:00,NA,NA,HECR,20,C,2014-06-16,Sitio Baybayon,1,NA,NA,NA,2014-06-16 08:22:00,10.6334115,124.776994
7105,4641,APCL,NA,NA,NA,YR,NA,9,NA,178,574,11:07:27,563,NA,HECR,30,A,2015-01-19,Sitio Baybayon,4,NA,NA,NA,2015-01-19 03:07:27,10.634802693975,124.776196300525
7107,6713,APCL,NA,NA,NA,NA,NA,3,NA,275,803,12:07:00,797,NA,HECR,15,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,2015-06-13 04:07:00,10.633487845775,124.77674091465
7109,4162,APCL,NA,NA,NA,O,NA,8,NA,172,685,09:51:00,1066,674,ENQD,25,A,2015-01-15,S. Magbangon,4,NA,NA,NA,2015-01-15 01:51:00,10.857662872875,124.7250020667
7111,5064,APCL,NA,NA,NA,YR,NA,8,NA,210,1329,13:06:00,1330,NA,HECR,25,A,2015-01-22,N. Magbangon,3,NA,NA,NA,2015-01-22 05:06:00,10.86151299535,124.72136731725
7118,6717,APCL,NA,NA,NA,NA,NA,4,NA,276,1155,14:09:00,1156,NA,HECR,30,C,2015-06-13,Sitio Baybayon,3,NA,NA,NA,2015-06-13 06:09:00,10.6335134944,124.77659154915
